Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count
3572,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,27.5793676986704,7136851.5
3573,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,33.3054087721085,7084137.0
3574,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,23.6469515123528,5058252.0
3575,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,30.5757997925851,3767784.5
3576,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,26.0619130236653,3898672.75
3577,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,KOH,2.5,THF,19.6790628792633,2045495.5
3578,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,THF,21.2642371990921,3811808.0
3579,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,THF,42.4386394690166,8810573.0
3580,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,THF,30.952782309096,9270416.0
3581,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,THF,27.3066834835241,4714582.0
3582,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,THF,34.8184114690091,7740095.5
3583,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,THF,56.3663730831563,11394826.0
3584,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,THF,27.0334777086946,4556353.0
3585,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,THF,31.1776658400704,10809280.0
3586,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,THF,23.3978021847755,7497163.0
3587,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,THF,35.4943203363119,5383842.5
3588,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,THF,17.3050673542388,2774563.75
3589,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,THF,20.4062691971075,2668778.25
3590,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,THF,22.1209733993878,4248383.5
3591,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,THF,34.4878315370157,6653072.0
3592,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,THF,36.4414487242266,11530913.0
3593,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,THF,32.7663095363371,7077602.0
3594,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,THF,35.0082040100736,10786651.0
3595,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,THF,41.1400134648727,8763898.0
3596,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,THF,23.8887932749006,4711467.0
3597,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,THF,32.2212190472954,7267641.0
3598,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,THF,23.111664415671,5085365.0
3599,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,THF,25.7804985060659,4367495.5
3600,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,THF,16.569573280956,3378872.75
3601,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,THF,24.8053192516976,4060316.25
3602,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF,26.4418397567262,5521980.0
3603,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,THF,42.519879881738,8335239.0
3604,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF,27.309904762991,7865563.5
3605,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF,23.9628024638645,5001107.5
3606,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,THF,37.3369532390744,10076492.0
3607,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,THF,49.386037101096,11871226.0
3608,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,THF,22.8496111277808,5046348.0
3609,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,THF,29.9080836297566,6438732.0
3610,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,THF,24.2582885189593,5279150.0
3611,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,THF,31.1506427876105,4817822.5
3612,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,THF,16.4915296666167,2042226.375
3613,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,Et3N,2.5,THF,22.5217348449113,4025866.25
3614,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,THF,26.6096390108531,7751650.5
3615,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,THF,47.1655664997612,10406137.0
3616,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,THF,41.9652355246745,12509034.0
3617,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,THF,30.5644301177783,6698847.5
3618,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,THF,37.9111784103353,10661069.0
3619,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,THF,60.2988302760986,14407022.0
3620,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,THF,30.3094891905861,7602508.0
3621,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,THF,35.3114738368117,7126157.0
3622,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,THF,29.0339311536707,8080205.0
3623,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,THF,34.8398268565955,5820579.0
3624,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,THF,20.9756470176704,4551021.0
3625,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,CsF,2.5,THF,22.816167384215,3371207.0
3626,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,THF,29.0989427905432,6743908.0
3627,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,THF,53.7670014008291,12344536.0
3628,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,THF,42.7549855077323,11623987.0
3629,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,THF,38.7099545286215,7937704.5
3630,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,THF,35.4156522963782,7279284.5
3631,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,THF,60.0658580464526,13305686.0
3632,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,THF,32.0402589891117,7870897.0
3633,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,THF,41.0559694365097,7818840.5
3634,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,THF,28.83239162528,5476392.5
3635,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,THF,39.8662967636342,5553420.5
3636,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,THF,23.3310415661207,4963555.5
3637,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,K3PO4,2.5,THF,21.2431326766762,2908217.5
3638,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,THF,23.754197934025,4472638.0
3639,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,THF,55.8914816206912,11999173.0
3640,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,THF,44.9804032016286,10856028.0
3641,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,THF,43.3202169693786,9498430.0
3642,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,THF,40.6499156482224,9707086.0
3643,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,THF,58.1992783162919,12723862.0
3644,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,THF,30.7564235196156,6746235.0
3645,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,THF,37.8376914691619,8784306.0
3646,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,THF,31.5059851578663,8215621.0
3647,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,THF,38.7094371708939,5915495.5
3648,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,THF,22.2010193671679,3366368.75
3649,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,,2.5,DMF,14.9059398677293,51438.77734375
3650,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,DMF,13.0542278995477,258217.5
3651,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,DMF,15.8611628014356,594582.125
3652,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,DMF,21.9907768614629,584356.125
3653,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,DMF,17.5308015431549,1836581.125
3654,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,DMF,14.7945756547157,442788.0
3655,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,DMF,13.9658476451378,770837.0
3656,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,DMF,14.8945288409416,599895.8125
3657,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,DMF,23.0574311204559,351207.0
3658,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,DMF,22.3901076122702,304657.90625
3659,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,,2.5,DMF,23.3784327214012,465341.09375
3660,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,DMF,14.5555510169496,201860.9375
3661,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaOH,2.5,DMF,23.6657395280234,75423.1640625
3662,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,DMF,16.212147075983,198351.1875
3663,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,DMF,20.233016292172,344675.09375
3664,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,DMF,19.903109699024,159825.015625
3665,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,DMF,16.8580436947127,204125.375
3666,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,DMF,19.2160842271495,208864.828125
3667,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,DMF,18.8321502719919,105136.8515625
3668,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,DMF,18.6582556149359,104979.8671875
3669,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,DMF,27.3247606905449,108291.8828125
3670,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,DMF,19.7787849405763,81515.8515625
3671,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,DMF,29.4189858956879,25437.42578125
3672,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,DMF,17.9146053904125,86959.984375
3673,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,KOH,2.5,DMF,15.3130560291833,121623.8828125
3674,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,DMF,19.0910786971542,391682.75
3675,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,DMF,16.5850953548946,268027.59375
3676,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,DMF,13.8155557367,360359.96875
3677,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,DMF,16.6681887407604,167968.34375
3678,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,DMF,20.6109796757417,184199.21875
3679,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,DMF,15.8467335228627,167654.921875
3680,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,DMF,14.7033641087878,167597.9375
3681,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,DMF,22.403857154667,230705.765625
3682,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,DMF,16.5083402583799,142272.1875
3683,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,DMF,19.722751496206,116347.6328125
3684,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,DMF,17.5415758984048,120605.296875
3685,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,LiOtBu,2.5,DMF,14.5659678718254,74386.796875
3686,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,DMF,18.8663752276703,254899.234375
3687,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,DMF,15.1668044289183,531872.8125
3688,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,DMF,12.5229385041126,299360.40625
3689,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,DMF,14.0373047743535,126682.109375
3690,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,DMF,14.4100134248879,127101.7265625
3691,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,DMF,14.158622948775,98605.15625
3692,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,DMF,8.88771532362329,102935.96875
3693,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,DMF,15.6419893960582,226164.4375
3694,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,DMF,5.86580903274626,146683.75
3695,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,DMF,18.0297440130328,80562.9140625
3696,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,DMF,11.8240958016408,181884.9375
3697,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,NaHCO3,2.5,DMF,15.2511670292274,108132.453125
3698,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,DMF,14.8491968293494,540026.4375
3699,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,DMF,15.2368803804395,367268.25
3700,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,DMF,13.7459976380914,454168.25
3701,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,DMF,13.4980268015851,142603.625
3702,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,DMF,15.9260488234943,180487.359375
3703,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,DMF,14.9375503579623,273953.84375
3704,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,DMF,13.8892949041685,121068.765625
3705,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,DMF,15.4867170507133,250104.59375
3706,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,DMF,15.1534675503182,81979.359375
3707,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,DMF,19.3633831981644,151136.5625
3708,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,DMF,14.8133327105075,76505.4921875
3709,6-Iodoquinoline,"1d, 6-I-Q",1,0.0004,"2c, Trifluoroborate",1,Pd(OAc)2,0.0625,,,Et3N,2.5,DMF,17.8300016286417,79696.59375
